"VALOR LIGACAO","NUM EMPREGADO","DIVISAO","DEPARTAMENTO","TELEFONE","UF","DATA_LIGACAO","MINUTO","SEGUNDO","Dia da Semana","Semestres","VENCIMENTO","Semana do Mes","MEDIA"
81.56,3628579,"Engenharia",9008985,8587257359,"CE",2012-10-30 07:12:51,20,4,"Tue","4-Trimestre","10-Outubro","5 semana",110.283529411765
86.01,4430905,"Operações",8608369,6785275788,"MS",2012-09-01 09:53:38,20,3,"Sat","3-Trimestre","9-Setembro","5 semana",86.01
81.78,9832001,"Operações",2743437,8187006999,"PE",2012-09-01 12:05:23,20,3,"Sat","3-Trimestre","9-Setembro","5 semana",107.485714285714
91.39,4921891,"Operações",8608369,8186352896,"PE",2012-09-01 14:12:37,20,3,"Sat","3-Trimestre","9-Setembro","5 semana",107.485714285714
132.83,7421591,"Operações",8608369,3185189885,"MG",2012-10-30 07:12:52,20,3,"Tue","4-Trimestre","10-Outubro","5 semana",102.688081081081
91.37,4722211,"Operações",8608369,8585015156,"CE",2012-10-30 07:12:53,20,2,"Tue","4-Trimestre","10-Outubro","5 semana",110.283529411765
110.29,9221605,"Engenharia",9008985,3388182788,"MG",2012-10-30 07:12:56,19,59,"Tue","4-Trimestre","10-Outubro","5 semana",102.688081081081
116.26,7429967,"Operações",8608369,8588162818,"CE",2012-10-30 07:07:42,19,53,"Tue","4-Trimestre","10-Outubro","5 semana",110.283529411765
55.63,5327241,"Vendas",2610953,8688578583,"PI",2012-10-30 07:07:43,19,52,"Tue","4-Trimestre","10-Outubro","5 semana",119.333076923077
82.62,1729977,"Operações",8608369,8587532367,"CE",2012-10-30 07:07:44,19,51,"Tue","4-Trimestre","10-Outubro","5 semana",110.283529411765
55.62,4230339,"Operações",2743437,5185656355,"PR",2012-10-30 06:51:23,19,40,"Tue","4-Trimestre","10-Outubro","5 semana",97.7668421052632
81.77,5433523,"Operações",2743437,8185550259,"PE",2012-10-30 07:07:27,19,30,"Tue","4-Trimestre","10-Outubro","5 semana",107.485714285714
86.22,3532273,"Operações",8608369,11969811822,"SP",2012-10-30 07:08:44,18,52,"Tue","4-Trimestre","10-Outubro","5 semana",105.879468085106
86.23,5832201,"Operações",8608369,3188253027,"MG",2012-10-30 06:39:25,18,49,"Tue","4-Trimestre","10-Outubro","5 semana",102.688081081081
134.5,2833147,"Engenharia",9008985,3185753275,"MG",2012-10-30 06:39:36,18,43,"Tue","4-Trimestre","10-Outubro","5 semana",102.688081081081
55.62,5422305,"Vendas",2610953,3185055372,"MG",2012-10-30 06:43:21,18,43,"Tue","4-Trimestre","10-Outubro","5 semana",102.688081081081
81.77,5730509,"RH",2743437,3188555588,"MG",2012-10-30 06:39:41,18,38,"Tue","4-Trimestre","10-Outubro","5 semana",102.688081081081
63.43,7030843,"Operações",2743437,5191571672,"RS",2012-10-30 07:08:58,18,38,"Tue","4-Trimestre","10-Outubro","5 semana",99.78
215.62,7721989,"Engenharia",9008985,3185537907,"MG",2012-10-30 07:08:59,18,37,"Tue","4-Trimestre","10-Outubro","5 semana",102.688081081081
112.04,7529969,"Vendas",1559582,3388385355,"MG",2012-10-30 06:39:42,18,36,"Tue","4-Trimestre","10-Outubro","5 semana",102.688081081081
97.39,4829953,"Operações",8608369,8588539050,"RN",2012-10-30 06:39:44,18,35,"Tue","4-Trimestre","10-Outubro","5 semana",95.5607142857143
107.02,5127147,"Engenharia",9008985,2185805595,"RJ",2012-10-30 07:09:05,18,30,"Tue","4-Trimestre","10-Outubro","5 semana",107.724426229508
107.1,4220829,"Engenharia",9008985,9888637661,"MA",2012-10-30 07:12:44,18,13,"Tue","4-Trimestre","10-Outubro","5 semana",104.413230769231
55.61,7628019,"Vendas",1559582,8585277935,"CE",2012-10-30 08:10:03,18,9,"Tue","4-Trimestre","10-Outubro","5 semana",110.283529411765
55.62,9924687,"Vendas",1559582,3288583229,"MG",2012-10-30 08:18:05,18,7,"Tue","4-Trimestre","10-Outubro","5 semana",102.688081081081
55.83,9330401,"Vendas",1559582,7388578165,"BA",2012-10-30 07:12:51,18,6,"Tue","4-Trimestre","10-Outubro","5 semana",97.9727272727273
146.95,5924571,"Operações",8608369,2187533972,"RJ",2012-10-30 06:40:15,18,5,"Tue","4-Trimestre","10-Outubro","5 semana",107.724426229508
81.57,3730149,"Operações",8608369,3188565929,"MG",2012-10-30 06:33:01,18,4,"Tue","4-Trimestre","10-Outubro","5 semana",102.688081081081
55.61,6622579,"Vendas",2610953,3388138358,"MG",2012-10-30 06:40:17,18,3,"Tue","4-Trimestre","10-Outubro","5 semana",102.688081081081
120.86,7132917,"Marketing",9008985,8388955515,"PB",2012-10-30 07:07:36,18,1,"Tue","4-Trimestre","10-Outubro","5 semana",114.0835
112.64,5732463,"Marketing",9008985,3288650395,"MG",2012-10-30 06:40:20,18,0,"Tue","4-Trimestre","10-Outubro","5 semana",102.688081081081
55.62,4024571,"Operações",8608369,8187533788,"PE",2012-10-30 06:58:56,17,59,"Tue","4-Trimestre","10-Outubro","5 semana",107.485714285714
55.61,5027303,"Vendas",2610953,11968878595,"SP",2012-10-30 06:40:23,17,57,"Tue","4-Trimestre","10-Outubro","5 semana",105.879468085106
57.1,1724211,"Vendas",2610953,8588915358,"CE",2012-10-30 07:52:05,17,57,"Tue","4-Trimestre","10-Outubro","5 semana",110.283529411765
55.62,3632959,"Vendas",2610953,8588553085,"CE",2012-10-30 07:09:01,17,56,"Tue","4-Trimestre","10-Outubro","5 semana",110.283529411765
91.08,2330885,"Engenharia",9008985,5185656355,"PR",2012-10-30 07:00:20,17,55,"Tue","4-Trimestre","10-Outubro","5 semana",97.7668421052632
97.68,6932957,"RH",2743437,3185117016,"MG",2012-10-30 06:36:23,17,53,"Tue","4-Trimestre","10-Outubro","5 semana",102.688081081081
108.18,9628681,"Engenharia",9008985,5185267551,"RS",2012-10-30 07:07:02,17,53,"Tue","4-Trimestre","10-Outubro","5 semana",99.78
56.99,2433887,"Vendas",2610953,3788512378,"MG",2012-10-30 07:06:24,17,53,"Tue","4-Trimestre","10-Outubro","5 semana",102.688081081081
110.13,1231879,"Engenharia",9008985,3186665393,"MG",2012-10-30 07:07:02,17,53,"Tue","4-Trimestre","10-Outubro","5 semana",102.688081081081
88.91,7631179,"Vendas",2610953,8588526993,"RN",2012-10-30 06:59:45,17,52,"Tue","4-Trimestre","10-Outubro","5 semana",95.5607142857143
101.55,4132759,"Vendas",2748775,7988118563,"SE",2012-08-11 08:41:25,17,42,"Sat","3-Trimestre","8-Agosto","2 semana",115.725
81.78,5521771,"Engenharia",9008985,9887310373,"MA",2012-10-30 08:32:07,17,42,"Tue","4-Trimestre","10-Outubro","5 semana",104.413230769231
55.61,1528169,"Vendas",2610953,3185155768,"MG",2012-10-30 06:36:16,17,29,"Tue","4-Trimestre","10-Outubro","5 semana",102.688081081081
81.57,2531265,"RH",2743437,8788063157,"PE",2012-10-30 06:40:50,17,28,"Tue","4-Trimestre","10-Outubro","5 semana",107.485714285714
106.5,7233363,"Engenharia",9008985,3185585955,"MG",2012-10-30 06:40:55,17,25,"Tue","4-Trimestre","10-Outubro","5 semana",102.688081081081
81.56,6427215,"Engenharia",9008985,3188196602,"MG",2012-10-30 07:08:50,17,25,"Tue","4-Trimestre","10-Outubro","5 semana",102.688081081081
55.66,8627751,"Vendas",1559582,7588525695,"BA",2012-10-30 07:18:20,17,23,"Tue","4-Trimestre","10-Outubro","5 semana",97.9727272727273
55.62,9628077,"Vendas",1559582,8387361588,"PB",2012-07-13 18:21:39,17,21,"Fri","3-Trimestre","7-Julho","3 semana",114.0835
174.69,4220691,"Vendas",2610953,3388925593,"MG",2012-10-30 06:39:33,17,21,"Tue","4-Trimestre","10-Outubro","5 semana",102.688081081081
115.64,6520743,"Vendas",1559582,5985225557,"SC",2012-10-30 06:40:57,17,20,"Tue","4-Trimestre","10-Outubro","5 semana",121.998333333333
81.57,5521177,"Engenharia",9008985,3288810306,"MG",2012-10-30 07:00:56,17,20,"Tue","4-Trimestre","10-Outubro","5 semana",102.688081081081
55.61,4524571,"Operações",8608369,5185705663,"RS",2012-10-30 07:06:17,17,20,"Tue","4-Trimestre","10-Outubro","5 semana",99.78
55.61,9720457,"Vendas",2610953,3187253999,"MG",2012-10-30 06:39:36,17,18,"Tue","4-Trimestre","10-Outubro","5 semana",102.688081081081
105.82,6620825,"Engenharia",9008985,2185875757,"RJ",2012-10-30 07:00:59,17,16,"Tue","4-Trimestre","10-Outubro","5 semana",107.724426229508
110.27,2232755,"Vendas",1559582,8288535365,"AL",2012-10-30 07:01:00,17,15,"Tue","4-Trimestre","10-Outubro","5 semana",109.508148148148
55.61,7232135,"Vendas",1559582,3187500233,"MG",2012-10-30 07:09:02,17,15,"Tue","4-Trimestre","10-Outubro","5 semana",102.688081081081
122.08,9633021,"Vendas",2748775,3288522785,"MG",2012-10-30 06:41:06,17,14,"Tue","4-Trimestre","10-Outubro","5 semana",102.688081081081
86.01,9025363,"Engenharia",9008985,3588173501,"MG",2012-10-30 06:41:04,17,14,"Tue","4-Trimestre","10-Outubro","5 semana",102.688081081081
55.61,6031025,"Vendas",2748775,3588929971,"MG",2012-10-30 06:55:40,17,14,"Tue","4-Trimestre","10-Outubro","5 semana",102.688081081081
55.62,1126197,"Engenharia",9008985,3287019936,"MG",2012-10-30 06:59:41,17,14,"Tue","4-Trimestre","10-Outubro","5 semana",102.688081081081
55.65,8220057,"Engenharia",9008985,9887058959,"MA",2012-10-30 07:01:01,17,14,"Tue","4-Trimestre","10-Outubro","5 semana",104.413230769231
199.83,9324649,"Vendas",2748775,8185225650,"PE",2012-08-11 09:58:32,17,13,"Sat","3-Trimestre","8-Agosto","2 semana",107.485714285714
88.36,4432631,"Engenharia",9008985,8588226980,"CE",2012-08-11 08:59:26,17,12,"Sat","3-Trimestre","8-Agosto","2 semana",110.283529411765
163.25,1929747,"Vendas",2610953,3288038805,"MG",2012-10-30 06:41:06,17,12,"Tue","4-Trimestre","10-Outubro","5 semana",102.688081081081
55.62,8024705,"Operações",2743437,3185508257,"MG",2012-10-30 07:06:25,17,12,"Tue","4-Trimestre","10-Outubro","5 semana",102.688081081081
81.57,5432843,"Operações",2743437,11962929578,"SP",2012-10-30 06:42:23,17,11,"Tue","4-Trimestre","10-Outubro","5 semana",105.879468085106
55.61,1620691,"Vendas",2610953,3188257509,"MG",2012-10-30 06:55:44,17,10,"Tue","4-Trimestre","10-Outubro","5 semana",102.688081081081
143.33,8433131,"RH",2743437,2186125838,"RJ",2012-08-11 09:10:54,17,5,"Sat","3-Trimestre","8-Agosto","2 semana",107.724426229508
106.14,1932565,"Operações",2743437,6285389867,"GO",2012-07-13 18:24:21,17,4,"Fri","3-Trimestre","7-Julho","3 semana",87.2166666666667
127.92,2531143,"Vendas",2748775,3388810310,"MG",2012-10-30 06:27:25,17,0,"Tue","4-Trimestre","10-Outubro","5 semana",102.688081081081
81.57,8722889,"Engenharia",9008985,3188369769,"MG",2012-10-30 06:26:09,16,56,"Tue","4-Trimestre","10-Outubro","5 semana",102.688081081081
88.18,2530241,"Vendas",1559582,11968917991,"SP",2012-10-30 06:24:50,16,55,"Tue","4-Trimestre","10-Outubro","5 semana",105.879468085106
55.62,8027887,"Operações",8608369,8188216725,"PE",2012-10-30 06:55:33,16,52,"Tue","4-Trimestre","10-Outubro","5 semana",107.485714285714
81.56,8227179,"Operações",8608369,11965519197,"SP",2012-10-30 06:35:34,16,51,"Tue","4-Trimestre","10-Outubro","5 semana",105.879468085106
55.61,4927581,"Vendas",1559582,3188111017,"MG",2012-10-30 07:00:47,16,50,"Tue","4-Trimestre","10-Outubro","5 semana",102.688081081081
110.27,5421981,"RH",2743437,3288553518,"MG",2012-10-30 06:38:16,16,49,"Tue","4-Trimestre","10-Outubro","5 semana",102.688081081081
81.57,4425557,"RH",2743437,3185319097,"MG",2012-10-30 06:28:57,16,48,"Tue","4-Trimestre","10-Outubro","5 semana",102.688081081081
55.62,2932991,"Vendas",1559582,3288728561,"MG",2012-10-30 06:41:35,16,46,"Tue","4-Trimestre","10-Outubro","5 semana",102.688081081081
91.09,8528609,"Operações",8608369,8588260597,"CE",2012-10-30 07:00:51,16,46,"Tue","4-Trimestre","10-Outubro","5 semana",110.283529411765
55.62,8530213,"Vendas",2610953,7187633215,"BA",2012-10-30 07:32:08,16,46,"Tue","4-Trimestre","10-Outubro","5 semana",97.9727272727273
94.68,6033145,"Engenharia",9008985,11998950685,"SP",2012-10-30 06:23:40,16,45,"Tue","4-Trimestre","10-Outubro","5 semana",105.879468085106
113.97,3920067,"Engenharia",9008985,3186855032,"MG",2012-10-30 06:29:00,16,45,"Tue","4-Trimestre","10-Outubro","5 semana",102.688081081081
91.68,4127861,"Operações",8608369,3288652512,"MG",2012-10-30 06:29:00,16,45,"Tue","4-Trimestre","10-Outubro","5 semana",102.688081081081
105.91,6331989,"Vendas",2610953,3185221973,"MG",2012-10-30 06:41:36,16,45,"Tue","4-Trimestre","10-Outubro","5 semana",102.688081081081
55.61,2124807,"Vendas",2610953,3185999591,"MG",2012-10-30 06:55:40,16,45,"Tue","4-Trimestre","10-Outubro","5 semana",102.688081081081
113.47,5532985,"Financeiro",1744466,1992850926,"SP",2012-10-30 06:26:51,16,44,"Tue","4-Trimestre","10-Outubro","5 semana",105.879468085106
117.85,3628051,"Financeiro",1744466,3187752529,"MG",2012-10-30 07:04:55,16,42,"Tue","4-Trimestre","10-Outubro","5 semana",102.688081081081
88.57,4020311,"Engenharia",9008985,8585951819,"CE",2012-10-30 06:41:38,16,41,"Tue","4-Trimestre","10-Outubro","5 semana",110.283529411765
81.78,3829283,"Engenharia",9008985,3388373579,"MG",2012-10-30 06:54:24,16,41,"Tue","4-Trimestre","10-Outubro","5 semana",102.688081081081
139.08,8522081,"Vendas",2748775,8688533268,"PI",2012-10-30 06:41:38,16,40,"Tue","4-Trimestre","10-Outubro","5 semana",119.333076923077
81.56,3130301,"Operações",8608369,3185900058,"MG",2012-10-30 07:01:38,16,40,"Tue","4-Trimestre","10-Outubro","5 semana",102.688081081081
110.48,2431801,"Operações",8608369,8587221867,"CE",2012-10-30 07:01:38,16,40,"Tue","4-Trimestre","10-Outubro","5 semana",110.283529411765
55.61,1131571,"Financeiro",1744466,2185266118,"RJ",2012-10-30 06:41:42,16,39,"Tue","4-Trimestre","10-Outubro","5 semana",107.724426229508
86.22,4830063,"Operações",2743437,3588391927,"MG",2012-10-30 06:54:26,16,39,"Tue","4-Trimestre","10-Outubro","5 semana",102.688081081081
89.73,8530451,"Operações",2743437,3187687512,"MG",2012-10-30 07:01:37,16,39,"Tue","4-Trimestre","10-Outubro","5 semana",102.688081081081
83.75,5333095,"RH",2743437,3387120287,"MG",2012-10-30 07:01:39,16,38,"Tue","4-Trimestre","10-Outubro","5 semana",102.688081081081
99.01,4722251,"Engenharia",9008985,2186769160,"RJ",2012-10-30 07:01:39,16,38,"Tue","4-Trimestre","10-Outubro","5 semana",107.724426229508
111.84,8824669,"RH",2743437,2188695580,"RJ",2012-08-11 07:21:25,16,37,"Sat","3-Trimestre","8-Agosto","2 semana",107.724426229508
44.87,5720911,"Vendas",6251061,8186108909,"PE",2012-08-11 10:11:28,16,37,"Sat","3-Trimestre","8-Agosto","2 semana",107.485714285714
116.24,5923655,"Vendas",1559582,2588265779,"RJ",2012-10-30 06:38:57,16,37,"Tue","4-Trimestre","10-Outubro","5 semana",107.724426229508
129.1,6822309,"Vendas",2748775,2588556971,"RJ",2012-10-30 06:41:40,16,37,"Tue","4-Trimestre","10-Outubro","5 semana",107.724426229508
109.54,1720609,"Engenharia",9008985,3185370818,"MG",2012-10-30 07:05:00,16,37,"Tue","4-Trimestre","10-Outubro","5 semana",102.688081081081
110.48,8526925,"Engenharia",9008985,7388651355,"BA",2012-10-30 07:05:00,16,37,"Tue","4-Trimestre","10-Outubro","5 semana",97.9727272727273
87.24,1928171,"RH",2743437,3186565970,"MG",2012-10-30 06:41:45,16,36,"Tue","4-Trimestre","10-Outubro","5 semana",102.688081081081
86.22,5730843,"Operações",2743437,3388065321,"MG",2012-10-30 06:53:38,16,36,"Tue","4-Trimestre","10-Outubro","5 semana",102.688081081081
94.17,9324705,"Operações",2743437,9188329879,"PA",2012-10-30 07:01:40,16,36,"Tue","4-Trimestre","10-Outubro","5 semana",99.749
72.42,5920059,"Engenharia",9008985,3185190738,"MG",2012-10-30 06:43:00,16,35,"Tue","4-Trimestre","10-Outubro","5 semana",102.688081081081
91.09,4028819,"Vendas",1559582,3185625775,"MG",2012-10-30 07:05:02,16,35,"Tue","4-Trimestre","10-Outubro","5 semana",102.688081081081
81.56,7523981,"Engenharia",9008985,8589115651,"CE",2012-10-30 07:05:02,16,35,"Tue","4-Trimestre","10-Outubro","5 semana",110.283529411765
71.26,9124571,"Operações",8608369,3185970556,"MG",2012-10-30 07:05:02,16,35,"Tue","4-Trimestre","10-Outubro","5 semana",102.688081081081
87.13,6529219,"Operações",2743437,3187273703,"MG",2012-10-30 07:01:42,16,34,"Tue","4-Trimestre","10-Outubro","5 semana",102.688081081081
179.07,1520149,"Operações",2743437,3587123022,"MG",2012-10-30 06:35:03,16,33,"Tue","4-Trimestre","10-Outubro","5 semana",102.688081081081
145.82,8928573,"Engenharia",9008985,8387516183,"PB",2012-10-30 06:43:02,16,33,"Tue","4-Trimestre","10-Outubro","5 semana",114.0835
116.39,1123331,"Engenharia",9008985,8587021865,"CE",2012-10-30 06:39:03,16,32,"Tue","4-Trimestre","10-Outubro","5 semana",110.283529411765
117.5,7122381,"Engenharia",9008985,8188328500,"PE",2012-08-11 10:01:31,16,31,"Sat","3-Trimestre","8-Agosto","2 semana",107.485714285714
110.27,9131327,"Engenharia",9008985,11961028518,"SP",2012-10-30 06:39:03,16,31,"Tue","4-Trimestre","10-Outubro","5 semana",105.879468085106
96.65,2422097,"Engenharia",9008985,3186197118,"MG",2012-10-30 06:43:04,16,30,"Tue","4-Trimestre","10-Outubro","5 semana",102.688081081081
81.56,7320359,"Engenharia",9008985,8888193822,"CE",2012-10-30 06:43:04,16,30,"Tue","4-Trimestre","10-Outubro","5 semana",110.283529411765
86.02,2523081,"Engenharia",9008985,3388598501,"MG",2012-10-30 06:39:05,16,29,"Tue","4-Trimestre","10-Outubro","5 semana",102.688081081081
81.57,3227429,"Engenharia",9008985,3388367550,"MG",2012-10-30 08:07:21,16,25,"Tue","4-Trimestre","10-Outubro","5 semana",102.688081081081
103.08,1529207,"Operações",2743437,8288785309,"AL",2012-07-13 18:15:22,16,23,"Fri","3-Trimestre","7-Julho","3 semana",109.508148148148
93.25,2420043,"Engenharia",9008985,7187891700,"BA",2012-07-13 18:25:24,16,21,"Fri","3-Trimestre","7-Julho","3 semana",97.9727272727273
87.5,2021223,"Engenharia",9008985,8186330829,"PE",2012-08-11 09:44:04,16,20,"Sat","3-Trimestre","8-Agosto","2 semana",107.485714285714
89.42,3630843,"Operações",2743437,7188513050,"BA",2012-08-11 09:37:41,16,12,"Sat","3-Trimestre","8-Agosto","2 semana",97.9727272727273
104.21,7727739,"Vendas",2610953,8588397565,"CE",2012-10-30 06:56:44,16,12,"Tue","4-Trimestre","10-Outubro","5 semana",110.283529411765
110.27,7220105,"Vendas",1559582,3388871157,"MG",2012-10-30 06:56:44,16,11,"Tue","4-Trimestre","10-Outubro","5 semana",102.688081081081
93.93,7822351,"Operações",8608369,8387118773,"PB",2012-10-30 06:42:09,16,10,"Tue","4-Trimestre","10-Outubro","5 semana",114.0835
115.1,6928033,"Operações",2743437,3388898153,"MG",2012-10-30 06:57:35,16,10,"Tue","4-Trimestre","10-Outubro","5 semana",102.688081081081
62.85,8124571,"Operações",8608369,3187755570,"MG",2012-10-30 06:58:04,16,10,"Tue","4-Trimestre","10-Outubro","5 semana",102.688081081081
144.91,2320689,"Engenharia",9008985,3185726857,"MG",2012-10-30 06:59:24,16,10,"Tue","4-Trimestre","10-Outubro","5 semana",102.688081081081
99.3,5923675,"Vendas",1559582,8586555770,"CE",2012-10-30 07:29:24,16,10,"Tue","4-Trimestre","10-Outubro","5 semana",110.283529411765
138.98,1127693,"Vendas",1559582,8586955668,"CE",2012-07-13 18:21:04,16,9,"Fri","3-Trimestre","7-Julho","3 semana",110.283529411765
107,5428821,"Engenharia",9008985,3185950905,"MG",2012-10-30 06:46:05,16,9,"Tue","4-Trimestre","10-Outubro","5 semana",102.688081081081
110.27,8523013,"Engenharia",9008985,3387160108,"MG",2012-10-30 06:53:36,16,9,"Tue","4-Trimestre","10-Outubro","5 semana",102.688081081081
91.39,5220919,"RH",2743437,3588572195,"MG",2012-10-30 06:56:46,16,9,"Tue","4-Trimestre","10-Outubro","5 semana",102.688081081081
105.82,3628425,"Marketing",9008985,8588332887,"RN",2012-10-30 06:58:06,16,9,"Tue","4-Trimestre","10-Outubro","5 semana",95.5607142857143
121.26,3420019,"Engenharia",9008985,11962979567,"SP",2012-08-06 07:14:53,16,8,"Mon","3-Trimestre","8-Agosto","2 semana",105.879468085106
86.02,4522013,"Vendas",1559582,5185267551,"RS",2012-10-30 06:58:06,16,8,"Tue","4-Trimestre","10-Outubro","5 semana",99.78
71.26,9221843,"Operações",8608369,3187137352,"MG",2012-10-30 06:59:26,16,8,"Tue","4-Trimestre","10-Outubro","5 semana",102.688081081081
110.9,9727097,"Operações",2743437,7188190507,"BA",2012-08-11 08:52:47,16,7,"Sat","3-Trimestre","8-Agosto","2 semana",97.9727272727273
87.29,7728903,"Vendas",1559582,3188075596,"MG",2012-10-30 06:32:48,16,7,"Tue","4-Trimestre","10-Outubro","5 semana",102.688081081081
88.76,9827719,"Vendas",2748775,3588220889,"MG",2012-10-30 06:46:07,16,7,"Tue","4-Trimestre","10-Outubro","5 semana",102.688081081081
123.1,7820109,"Engenharia",9008985,8188289913,"PE",2012-10-30 06:51:27,16,7,"Tue","4-Trimestre","10-Outubro","5 semana",107.485714285714
101.6,3523017,"Engenharia",9008985,3187159655,"MG",2012-10-30 07:02:10,16,7,"Tue","4-Trimestre","10-Outubro","5 semana",102.688081081081
112.46,4930255,"Engenharia",9008985,2588211585,"RJ",2012-10-30 07:03:28,16,7,"Tue","4-Trimestre","10-Outubro","5 semana",107.724426229508
90.88,7521789,"Vendas",2610953,3185863152,"MG",2012-10-30 06:34:08,16,6,"Tue","4-Trimestre","10-Outubro","5 semana",102.688081081081
104.64,7328621,"Engenharia",9008985,3187897099,"MG",2012-10-30 06:56:49,16,6,"Tue","4-Trimestre","10-Outubro","5 semana",102.688081081081
90.06,7122697,"Engenharia",9008985,8188568205,"PE",2012-10-30 06:23:00,16,5,"Tue","4-Trimestre","10-Outubro","5 semana",107.485714285714
131.93,5323847,"Marketing",9008985,8586550896,"CE",2012-10-30 06:43:31,16,5,"Tue","4-Trimestre","10-Outubro","5 semana",110.283529411765
89.09,2229933,"Operações",8608369,11969709510,"SP",2012-10-30 06:51:30,16,5,"Tue","4-Trimestre","10-Outubro","5 semana",105.879468085106
123.28,9622499,"Engenharia",9008985,3288969506,"MG",2012-10-30 06:51:29,16,5,"Tue","4-Trimestre","10-Outubro","5 semana",102.688081081081
81.57,2930157,"Engenharia",9008985,8588506512,"CE",2012-10-30 06:52:51,16,5,"Tue","4-Trimestre","10-Outubro","5 semana",110.283529411765
127.28,9820919,"RH",2743437,3185293107,"MG",2012-10-30 06:58:09,16,5,"Tue","4-Trimestre","10-Outubro","5 semana",102.688081081081
44.87,2120745,"Vendas",2610953,9899738611,"MA",2012-10-30 06:50:13,16,4,"Tue","4-Trimestre","10-Outubro","5 semana",104.413230769231
112.76,9825097,"Engenharia",9008985,11961555138,"SP",2012-10-30 06:52:51,16,4,"Tue","4-Trimestre","10-Outubro","5 semana",105.879468085106
82.2,4326029,"Engenharia",9008985,7188055797,"BA",2012-10-30 06:52:50,16,4,"Tue","4-Trimestre","10-Outubro","5 semana",97.9727272727273
93.53,8227365,"Marketing",9008985,8188987606,"PE",2012-08-11 08:41:39,16,3,"Sat","3-Trimestre","8-Agosto","2 semana",107.485714285714
151.79,1021171,"Engenharia",9008985,3186197032,"MG",2012-10-30 06:24:52,16,3,"Tue","4-Trimestre","10-Outubro","5 semana",102.688081081081
124.5,5028095,"Engenharia",9008985,3788390609,"MG",2012-10-30 06:46:11,16,3,"Tue","4-Trimestre","10-Outubro","5 semana",102.688081081081
132.56,3220965,"Engenharia",9008985,8387955795,"PB",2012-10-30 06:52:51,16,3,"Tue","4-Trimestre","10-Outubro","5 semana",114.0835
185.74,7221263,"Engenharia",9008985,3189227831,"MG",2012-10-30 06:58:11,16,3,"Tue","4-Trimestre","10-Outubro","5 semana",102.688081081081
46.73,6921177,"Engenharia",9008985,8688271359,"PI",2012-10-30 06:43:33,16,2,"Tue","4-Trimestre","10-Outubro","5 semana",119.333076923077
81.56,5121177,"Engenharia",9008985,3387052325,"MG",2012-10-30 06:52:52,16,2,"Tue","4-Trimestre","10-Outubro","5 semana",102.688081081081
83.76,7330339,"Operações",2743437,3187053585,"MG",2012-10-30 06:54:14,16,2,"Tue","4-Trimestre","10-Outubro","5 semana",102.688081081081
144.99,9820973,"Engenharia",9008985,8287280560,"AL",2012-10-30 06:53:43,16,2,"Tue","4-Trimestre","10-Outubro","5 semana",109.508148148148
105.79,1823499,"Engenharia",9008985,3189115108,"MG",2012-10-30 06:54:12,16,2,"Tue","4-Trimestre","10-Outubro","5 semana",102.688081081081
146.04,6024443,"RH",2743437,3387065982,"MG",2012-10-30 06:56:54,16,2,"Tue","4-Trimestre","10-Outubro","5 semana",102.688081081081
84.32,7028405,"Operações",2743437,11965516221,"SP",2012-10-30 07:02:15,16,2,"Tue","4-Trimestre","10-Outubro","5 semana",105.879468085106
115.17,6623271,"Operações",2743437,11967525903,"SP",2012-10-30 07:02:15,16,2,"Tue","4-Trimestre","10-Outubro","5 semana",105.879468085106
93.21,3320741,"Engenharia",9008985,3288152555,"MG",2012-10-30 06:35:35,16,1,"Tue","4-Trimestre","10-Outubro","5 semana",102.688081081081
116.43,8820823,"Engenharia",9008985,3187222712,"MG",2012-10-30 06:44:54,16,1,"Tue","4-Trimestre","10-Outubro","5 semana",102.688081081081
113.27,3223001,"Engenharia",9008985,9888109601,"MA",2012-10-30 06:52:54,16,1,"Tue","4-Trimestre","10-Outubro","5 semana",104.413230769231
81.56,8623151,"Operações",2743437,3388333871,"MG",2012-10-30 06:52:53,16,1,"Tue","4-Trimestre","10-Outubro","5 semana",102.688081081081
86.01,5228153,"Marketing",9008985,3187266675,"MG",2012-10-30 06:52:54,16,1,"Tue","4-Trimestre","10-Outubro","5 semana",102.688081081081
106,2220771,"Vendas",1559582,3388520835,"MG",2012-10-30 06:54:16,16,1,"Tue","4-Trimestre","10-Outubro","5 semana",102.688081081081
126.56,8420525,"Engenharia",9008985,3185200279,"MG",2012-10-30 06:54:13,16,1,"Tue","4-Trimestre","10-Outubro","5 semana",102.688081081081
99.23,1720755,"Engenharia",9008985,3288579699,"MG",2012-10-30 06:56:54,16,1,"Tue","4-Trimestre","10-Outubro","5 semana",102.688081081081
112.94,8120515,"Engenharia",9008985,3588660057,"MG",2012-10-30 06:58:14,16,1,"Tue","4-Trimestre","10-Outubro","5 semana",102.688081081081
123.8,6420389,"Engenharia",9008985,3187266511,"MG",2012-10-30 07:02:56,16,1,"Tue","4-Trimestre","10-Outubro","5 semana",102.688081081081
111.33,8820317,"Engenharia",9008985,8586823306,"CE",2012-10-30 06:44:54,16,0,"Tue","4-Trimestre","10-Outubro","5 semana",110.283529411765
161,8226067,"Vendas",1559582,8788330505,"PE",2012-10-30 06:44:54,16,0,"Tue","4-Trimestre","10-Outubro","5 semana",107.485714285714
